"OID","Country or Area","Year","Description","Magnitude","Value"
"914..RF.ZF...","ALBANIA","1999","MARKET RATE, PERIOD AVERAGE","LEKS","137.691"
"914..AA.ZF...","ALBANIA","1999","MARKET RATE, END OF PERIOD","LEKS","185.454"
"914..AE.ZF...","ALBANIA","1999","MARKET RATE, END OF PERIOD","LEKS","135.12"
"914..AF.ZF...","ALBANIA","1999","MARKET RATE","LEKS","137.691"
"914..AC.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00539219"
"914..AG.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00740083"
"914..AH.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00726895"
"914..DE.ZF...","ALBANIA","1999","MARKET RATE","LEKS","135.12"
"914..DG.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00740083"
"914..RH.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00726895"
"914..RB.ZF...","ALBANIA","1999","MARKET RATE","LEKS","188.267"
"914..RD.ZF...","ALBANIA","1999","MARKET RATE","LEKS","0.00531621"
"914..RF.ZF...","ALBANIA","1998","MARKET RATE, PERIOD AVERAGE","LEKS","150.633"
"914..AE.ZF...","ALBANIA","1998","MARKET RATE, END OF PERIOD","LEKS","140.58"
"914..AA.ZF...","ALBANIA","1998","MARKET RATE, END OF PERIOD","LEKS","197.941"
"914..AC.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00505201"
"914..AG.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00711339"
"914..AF.ZF...","ALBANIA","1998","MARKET RATE","LEKS","150.633"
"914..RB.ZF...","ALBANIA","1998","MARKET RATE","LEKS","204.34"
"914..DG.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00711339"
"914..DE.ZF...","ALBANIA","1998","MARKET RATE","LEKS","140.58"
"914..AH.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00665122"
"914..RD.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00490307"
"914..RH.ZF...","ALBANIA","1998","MARKET RATE","LEKS","0.00665122"
"914..RF.ZF...","ALBANIA","1997","MARKET RATE, PERIOD AVERAGE","LEKS","148.933"
"914..AE.ZF...","ALBANIA","1997","MARKET RATE, END OF PERIOD","LEKS","149.14"
"914..AA.ZF...","ALBANIA","1997","MARKET RATE, END OF PERIOD","LEKS","201.227"
"914..AC.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00496951"
"914..AF.ZF...","ALBANIA","1997","MARKET RATE","LEKS","148.933"
"914..AG.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00670511"
"914..AH.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00681149"
"914..DE.ZF...","ALBANIA","1997","MARKET RATE","LEKS","149.14"
"914..DG.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00670511"
"914..RB.ZF...","ALBANIA","1997","MARKET RATE","LEKS","204.934"
"914..RD.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00495015"
"914..RH.ZF...","ALBANIA","1997","MARKET RATE","LEKS","0.00681149"
"612..RECZF...","ALGERIA","2009","REER BASED ON REL.CP","INDEX NUMBER","100.563"
"612..RF.ZF...","ALGERIA","2009","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","72.6474"
"612..AE.ZF...","ALGERIA","2009","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","72.7309"
"612..AA.ZF...","ALGERIA","2009","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","114.02"
"612..AC.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.00877043"
"612..AF.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","72.6474"
"612..AG.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.0137493"
"612..AH.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.0137658"
"612..DE.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","72.7309"
"612..DG.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.0137493"
"612..RB.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","112.026"
"612..RH.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.0137658"
"612..RD.ZF...","ALGERIA","2009","OFFICIAL RATE","ALGERIAN DINARS","0.00892698"
"612..NECZF...","ALGERIA","2009","NEER FROM INS","INDEX NUMBER","95.286"
"612..RECZF...","ALGERIA","2008","REER BASED ON REL.CP","INDEX NUMBER","101.721"
"612..RF.ZF...","ALGERIA","2008","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","64.5828"
"612..AE.ZF...","ALGERIA","2008","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","71.1826"
"612..AA.ZF...","ALGERIA","2008","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","109.64"
"612..AC.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.00912072"
"612..RH.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.0155174"
"612..RB.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","102.047"
"612..RD.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.00982048"
"612..DG.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.0140484"
"612..DE.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","71.1826"
"612..AH.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.0155174"
"612..AG.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","0.0140484"
"612..AF.ZF...","ALGERIA","2008","OFFICIAL RATE","ALGERIAN DINARS","64.5828"
"612..NECZF...","ALGERIA","2008","NEER FROM INS","INDEX NUMBER","100.895"
"612..RECZF...","ALGERIA","2007","REER BASED ON REL.CP","INDEX NUMBER","98.9708"
"612..RF.ZF...","ALGERIA","2007","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","69.2924"
"612..AA.ZF...","ALGERIA","2007","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","105.608"
"612..AE.ZF...","ALGERIA","2007","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","66.8299"
"612..AF.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","69.2924"
"612..AG.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.0149634"
"612..AH.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.0144401"
"612..AC.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.00946898"
"612..RH.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.0144401"
"612..RD.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.009434"
"612..DE.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","66.8299"
"612..DG.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","0.0149634"
"612..RB.ZF...","ALGERIA","2007","OFFICIAL RATE","ALGERIAN DINARS","106.062"
"612..NECZF...","ALGERIA","2007","NEER FROM INS","INDEX NUMBER","98.2861"
"612..RECZF...","ALGERIA","2006","REER BASED ON REL.CP","INDEX NUMBER","100.07"
"612..RF.ZF...","ALGERIA","2006","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","72.6466"
"612..AE.ZF...","ALGERIA","2006","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","71.1582"
"612..AA.ZF...","ALGERIA","2006","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","107.05"
"612..AC.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.00934139"
"612..DE.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","71.1582"
"612..AH.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.0137513"
"612..AG.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.0140532"
"612..AF.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","72.6466"
"612..RH.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.0137513"
"612..RB.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","106.881"
"612..RD.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.0093467"
"612..DG.ZF...","ALGERIA","2006","OFFICIAL RATE","ALGERIAN DINARS","0.0140532"
"612..NECZF...","ALGERIA","2006","NEER FROM INS","INDEX NUMBER","100.154"
"612..RECZF...","ALGERIA","2005","REER BASED ON REL.CP","INDEX NUMBER","100"
"612..RF.ZF...","ALGERIA","2005","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","73.2763"
"612..AE.ZF...","ALGERIA","2005","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","73.3799"
"612..AA.ZF...","ALGERIA","2005","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","104.88"
"612..AC.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.00953473"
"612..AF.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","73.2763"
"612..AG.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.0136277"
"612..AH.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.0136476"
"612..DE.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","73.3799"
"612..RH.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.0136476"
"612..DG.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.0136277"
"612..RD.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","0.00923801"
"612..RB.ZF...","ALGERIA","2005","OFFICIAL RATE","ALGERIAN DINARS","108.253"
"612..NECZF...","ALGERIA","2005","NEER FROM INS","INDEX NUMBER","100"
"612..RECZF...","ALGERIA","2004","REER BASED ON REL.CP","INDEX NUMBER","103.84"
"612..RF.ZF...","ALGERIA","2004","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","72.0606"
"612..AE.ZF...","ALGERIA","2004","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","72.6137"
"612..AA.ZF...","ALGERIA","2004","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","112.77"
"612..AC.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.00886762"
"612..DE.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","72.6137"
"612..AH.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.0138783"
"612..AG.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.0137715"
"612..AF.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","72.0606"
"612..RH.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.0138783"
"612..DG.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.0137715"
"612..RB.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","106.72"
"612..RD.ZF...","ALGERIA","2004","OFFICIAL RATE","ALGERIAN DINARS","0.00937103"
"612..NECZF...","ALGERIA","2004","NEER FROM INS","INDEX NUMBER","102.656"
"612..RECZF...","ALGERIA","2003","REER BASED ON REL.CP","INDEX NUMBER","103.387"
"612..RF.ZF...","ALGERIA","2003","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","77.395"
"612..AA.ZF...","ALGERIA","2003","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","107.9"
"612..AE.ZF...","ALGERIA","2003","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","72.6128"
"612..AC.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.0092678"
"612..AF.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","77.395"
"612..AG.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.0137717"
"612..AH.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.0129431"
"612..RH.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.0129431"
"612..DE.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","72.6128"
"612..DG.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.0137717"
"612..RB.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","108.398"
"612..RD.ZF...","ALGERIA","2003","OFFICIAL RATE","ALGERIAN DINARS","0.00924124"
"612..NECZF...","ALGERIA","2003","NEER FROM INS","INDEX NUMBER","102.997"
"612..RECZF...","ALGERIA","2002","REER BASED ON REL.CP","INDEX NUMBER","114.251"
"612..RF.ZF...","ALGERIA","2002","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","79.6819"
"612..AE.ZF...","ALGERIA","2002","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","79.7234"
"612..AA.ZF...","ALGERIA","2002","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","108.386"
"612..AC.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.00922632"
"612..AF.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","79.6819"
"612..AG.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.0125434"
"612..RH.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.0125506"
"612..RB.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","103.176"
"612..RD.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.00969273"
"612..DG.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.0125434"
"612..AH.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","0.0125506"
"612..DE.ZF...","ALGERIA","2002","OFFICIAL RATE","ALGERIAN DINARS","79.7234"
"612..NECZF...","ALGERIA","2002","NEER FROM INS","INDEX NUMBER","113.028"
"612..RECZF...","ALGERIA","2001","REER BASED ON REL.CP","INDEX NUMBER","123.69"
"612..RF.ZF...","ALGERIA","2001","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","77.215"
"612..AE.ZF...","ALGERIA","2001","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","77.8196"
"612..AA.ZF...","ALGERIA","2001","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","97.7982"
"612..AC.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0102251"
"612..AF.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","77.215"
"612..AG.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0128502"
"612..DE.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","77.8196"
"612..AH.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0129543"
"612..RH.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0129543"
"612..RB.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","98.2977"
"612..RD.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0101759"
"612..DG.ZF...","ALGERIA","2001","OFFICIAL RATE","ALGERIAN DINARS","0.0128502"
"612..NECZF...","ALGERIA","2001","NEER FROM INS","INDEX NUMBER","119.777"
"612..RECZF...","ALGERIA","2000","REER BASED ON REL.CP","INDEX NUMBER","120.02"
"612..RF.ZF...","ALGERIA","2000","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","75.2598"
"612..AA.ZF...","ALGERIA","2000","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","98.1649"
"612..AE.ZF...","ALGERIA","2000","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","75.3428"
"612..AC.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0101869"
"612..RH.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0133103"
"612..AF.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","75.2598"
"612..AG.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0132727"
"612..AH.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0133103"
"612..DE.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","75.3428"
"612..DG.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0132727"
"612..RB.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","99.2517"
"612..RD.ZF...","ALGERIA","2000","OFFICIAL RATE","ALGERIAN DINARS","0.0100929"
"612..NECZF...","ALGERIA","2000","NEER FROM INS","INDEX NUMBER","115.87"
"612..RECZF...","ALGERIA","1999","REER BASED ON REL.CP","INDEX NUMBER","125.879"
"612..RF.ZF...","ALGERIA","1999","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","66.5739"
"612..AE.ZF...","ALGERIA","1999","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","69.3143"
"612..AA.ZF...","ALGERIA","1999","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","95.1346"
"612..AF.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","66.5739"
"612..AC.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.0105114"
"612..RH.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.0150375"
"612..RD.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.0109978"
"612..RB.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","91.0276"
"612..DG.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.014427"
"612..DE.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","69.3143"
"612..AH.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.0150375"
"612..AG.ZF...","ALGERIA","1999","OFFICIAL RATE","ALGERIAN DINARS","0.014427"
"612..NECZF...","ALGERIA","1999","NEER FROM INS","INDEX NUMBER","116.305"
"612..RECZF...","ALGERIA","1998","REER BASED ON REL.CP","INDEX NUMBER","136.208"
"612..RF.ZF...","ALGERIA","1998","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","58.739"
"612..AE.ZF...","ALGERIA","1998","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","60.3531"
"612..AA.ZF...","ALGERIA","1998","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","84.979"
"612..AC.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0117676"
"612..RB.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","79.6819"
"612..RD.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0125514"
"612..AF.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","58.739"
"612..AG.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0165692"
"612..AH.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0170265"
"612..DE.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","60.3531"
"612..DG.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0165692"
"612..RH.ZF...","ALGERIA","1998","OFFICIAL RATE","ALGERIAN DINARS","0.0170265"
"612..NECZF...","ALGERIA","1998","NEER FROM INS","INDEX NUMBER","123.14"
"612..RECZF...","ALGERIA","1997","REER BASED ON REL.CP","INDEX NUMBER","129.853"
"612..RF.ZF...","ALGERIA","1997","OFFICIAL RATE, PERIOD AVERAGE","ALGERIAN DINARS","57.7074"
"612..AE.ZF...","ALGERIA","1997","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","58.4139"
"612..AA.ZF...","ALGERIA","1997","OFFICIAL RATE, END OF PERIOD","ALGERIAN DINARS","78.815"
"612..AC.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0126879"
"612..RB.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","79.4063"
"612..RD.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0125954"
"612..AF.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","57.7074"
"612..AG.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0171192"
"612..AH.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0173315"
"612..DE.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","58.4139"
"612..DG.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0171192"
"612..RH.ZF...","ALGERIA","1997","OFFICIAL RATE","ALGERIAN DINARS","0.0173315"
"612..NECZF...","ALGERIA","1997","NEER FROM INS","INDEX NUMBER","117.601"
"614..RF.ZF...","ANGOLA","2009","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","79.3282"
"614..AA.ZF...","ANGOLA","2009","OFFICIAL RATE, END OF PERIOD","KWANZAS","140.148"
"614..AE.ZF...","ANGOLA","2009","OFFICIAL RATE, END OF PERIOD","KWANZAS","89.398"
"614..AF.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","79.3282"
"614..AG.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","0.0111859"
"614..RD.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","0.0081982"
"614..RH.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","0.012642"
"614..AH.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","0.012642"
"614..DE.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","89.398"
"614..DG.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","0.0111859"
"614..RB.ZF...","ANGOLA","2009","OFFICIAL RATE","KWANZAS","122.328"
"614..RF.ZF...","ANGOLA","2008","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","75.0334"
"614..AE.ZF...","ANGOLA","2008","OFFICIAL RATE, END OF PERIOD","KWANZAS","75.169"
"614..AA.ZF...","ANGOLA","2008","OFFICIAL RATE, END OF PERIOD","KWANZAS","115.781"
"614..AF.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","75.0334"
"614..AH.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","0.0133274"
"614..AG.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","0.0133034"
"614..RH.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","0.0133274"
"614..RD.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","0.00843452"
"614..RB.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","118.56"
"614..DG.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","0.0133034"
"614..DE.ZF...","ANGOLA","2008","OFFICIAL RATE","KWANZAS","75.169"
"614..RF.ZF...","ANGOLA","2007","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","76.7061"
"614..AA.ZF...","ANGOLA","2007","OFFICIAL RATE, END OF PERIOD","KWANZAS","118.555"
"614..AE.ZF...","ANGOLA","2007","OFFICIAL RATE, END OF PERIOD","KWANZAS","75.023"
"614..AF.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","76.7061"
"614..AG.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","0.0133292"
"614..AH.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","0.0130489"
"614..DE.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","75.023"
"614..DG.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","0.0133292"
"614..RB.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","117.41"
"614..RD.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","0.00852505"
"614..RH.ZF...","ANGOLA","2007","OFFICIAL RATE","KWANZAS","0.0130489"
"614..RF.ZF...","ANGOLA","2006","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","80.3681"
"614..AE.ZF...","ANGOLA","2006","OFFICIAL RATE, END OF PERIOD","KWANZAS","80.2644"
"614..AA.ZF...","ANGOLA","2006","OFFICIAL RATE, END OF PERIOD","KWANZAS","120.75"
"614..AF.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","80.3681"
"614..AH.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","0.0124428"
"614..AG.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","0.0124588"
"614..RD.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","0.00845731"
"614..RB.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","118.241"
"614..DG.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","0.0124588"
"614..DE.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","80.2644"
"614..RH.ZF...","ANGOLA","2006","OFFICIAL RATE","KWANZAS","0.0124428"
"614..RF.ZF...","ANGOLA","2005","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","87.1591"
"614..AE.ZF...","ANGOLA","2005","OFFICIAL RATE, END OF PERIOD","KWANZAS","80.7795"
"614..AA.ZF...","ANGOLA","2005","OFFICIAL RATE, END OF PERIOD","KWANZAS","115.456"
"614..AF.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","87.1591"
"614..AG.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","0.0123794"
"614..AH.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","0.0114847"
"614..DE.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","80.7795"
"614..DG.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","0.0123794"
"614..RB.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","128.763"
"614..RD.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","0.00777395"
"614..RH.ZF...","ANGOLA","2005","OFFICIAL RATE","KWANZAS","0.0114847"
"614..RF.ZF...","ANGOLA","2004","OFFICIAL RATE, PERIOD AVERAGE","KWANZAS","83.5414"
"614..AE.ZF...","ANGOLA","2004","OFFICIAL RATE, END OF PERIOD","KWANZAS","85.9878"
"614..AA.ZF...","ANGOLA","2004","OFFICIAL RATE, END OF PERIOD","KWANZAS","133.54"
"614..AF.ZF...","ANGOLA","2004","OFFICIAL RATE","KWANZAS","83.5414"
"614..AH.ZF...","ANGOLA","2004","OFFICIAL RATE","KWANZAS","0.0119821"
"614..AG.ZF...","ANGOLA","2004","OFFICIAL RATE","KWANZAS","0.0116296"
"614..RD.ZF...","ANGOLA","2004","OFFICIAL RATE","KWANZAS","0.00809065"
"614..RB.ZF...","ANGOLA","2004","OFFICIAL RATE","KWANZAS","123.723"
